car_number,color,time,text,handle,user_id,tweet_id
6115,BLUE,2014-06-19T12:46:00+00:00,"Hot car, 6115 blue line to largo @metrohotcars #wmata #hotcar",LNWCdesign,377398335,479606019538968578
5046,ORANGE,2014-06-19T13:34:20+00:00,.@wmata #hotcar  5046 orange line.,YR_AlyssaDC,23724083,479618181841969152
5004,ORANGE,2014-06-19T13:43:04+00:00,.@wmata #hotcar 5004 orange line,YR_AlyssaDC,23724083,479620379963437056
1298,RED,2014-06-19T14:23:25+00:00,@MetroHotCars Red Line to Glenmont car number 1298 is a rotisserie! #hotcar #wmata,PaulRRigney,457121463,479630536839671809
3024,GREEN,2014-06-19T21:26:04+00:00,"@MetroHotCars GR train #3024  is a muggy, hot one today. #wmata, did you pay your AC bill? #hotcar",wowindc,47610940,479736900224167936
1251,GREEN,2014-06-20T10:52:53+00:00,@WMATA: GL car #1251 is a hot car. (Cc: @MetroHotCars) #HotCar #WMATA,ColliMcKiernan,10203422,479939939686416384
5028,NONE,2014-06-20T11:28:55+00:00,#WMATA #hotcar 5028,kurtraschke,25208645,479949007213445120
1043,RED,2014-06-20T12:29:04+00:00,Red Line car 1043 is a #hotcar. Tried to use intercom to tell driver. No answer. Sigh. @unsuckdcmetro #wmata Equal pay for equal service! 0,outtacontext,14228887,479964145748824064
3024,YELLOW,2014-06-20T19:29:30+00:00,@wmata @unsuckdcmetro #hotcar #3024 yellow line,goldsmitht,41268200,480069953161134080
5033,GREEN,2014-06-20T20:53:11+00:00,Greenline car #5033  Is a #wmata #Hotcar @MetroRage @unsuckdcmetro @Metrorailinfo,robgsr,824258119,480091009704288256
1054,NONE,2014-06-20T21:33:38+00:00,Free sauna today courtesy of @wmata #hotcar number 1054.,CashColburn,263861044,480101190089592832
2066,ORANGE,2014-06-20T22:06:36+00:00,.@wmata #hotcar 2066 orange line to Vienna. @Metrorailinfo @MetroHotCars,YR_AlyssaDC,23724083,480109486749671424
6042,NONE,2014-06-21T22:49:23+00:00,@wmata #hotcar 6042,michaelvitalo,28848683,480482643944173568
1134,RED,2014-06-23T13:16:26+00:00,"@MetroHotCars #hotcar 1134, Glenmont-bound Red Line. #wmata",jakemcintyre,24718047,481063229318512640
3059,ORANGE,2014-06-23T21:03:59+00:00,Another @wmata #hotcar #orange line to Vienna. Car 3059.,JimWay,16184492,481180893172609024
4044,RED,2014-06-23T22:38:18+00:00,Red Line car 4044 is a @wmata #hotcar,nathanielward,17965110,481204629414240257
2025,NONE,2014-06-24T12:27:44+00:00,can't wait to pay more for this AMAZING service #WMATA #NoMentum2025 @Metrorailinfo  #SingleTracking #TrackFires #HotCars #DisabledTrains,robgsr,824258119,481413360735354880
3098,GREEN,2014-06-24T12:45:48+00:00,"@Metrorailinfo #wmata Car 3098, n/b at L'Enfant green line is a hot car.",DennisLytton,511035877,481417909277687810
1069,RED,2014-06-24T14:26:57+00:00,Red line car 1069 is a @wmata #hotcar,nathanielward,17965110,481443362214379520
4099,NONE,2014-06-24T19:44:22+00:00,@MetroHotCars 4099,slater402,2532093825,481523243560366081
5007,NONE,2014-06-24T19:55:35+00:00,@wmata #hotcar 5007,Noellerson,108702396,481526065731735553
1204,NONE,2014-06-24T20:48:44+00:00,@MetroHotCars car #1204 to shady grove. Like Africa hot. @unsuckdcmetro,fotolinda,21108987,481539442771894272
5007,BLUE,2014-06-24T21:18:39+00:00,@wmata : @MetroHotCars blue line #5007 a/c is OUT... Or the heat is on... Sweaty and stinky! On 6/24,AlexandriaboyVA,1569025164,481546971443134464
1298,RED,2014-06-24T21:30:41+00:00,#wmata #hotcar 1298 red line,phoegel,16162599,481550002074841088
4099,RED,2014-06-24T21:43:11+00:00,@wmata Red Line car 4099 is a #hotcar,MrSunnyEndDays,2194765563,481553146045407233
1072,NONE,2014-06-24T21:44:13+00:00,Car 1072 #hotcar #wmata  @wmata,Steph_Fichter,38009867,481553405542801408
6004,NONE,2014-06-24T21:45:26+00:00,#hotcar @wmata #6004,rmandle,15744521,481553711014359040
6076,GREEN,2014-06-24T22:50:43+00:00,@MetroHotCars GR 6076 is a swampy sauna.... ick!,wowindc,47610940,481570140765843456
1110,ORANGE,2014-06-24T23:20:21+00:00,Orange line 1110 no a/c.  @wmata #hotcar,BMyersRF,588801834,481577600884563968
1205,RED,2014-06-25T00:55:10+00:00,@MetroHotCars #hotcar #wmata 1205 red line,etoile,7385,481601458815918080
4017,NONE,2014-06-25T11:12:42+00:00,7:11a and train 4017 is already a #hotcar. You're off to a great start #wmata!,itsJayLa,342311578,481756866305728512
1124,NONE,2014-06-25T12:37:50+00:00,@MetroHotCars 1124,slater402,2532093825,481778290722488320
3275,ORANGE,2014-06-25T13:27:07+00:00,"#wmata #hotcar 3275 Orange to Vienna. AC is on and trying, but...failing.",LowHeadways,574513900,481790694206738432
4011,NONE,2014-06-25T18:20:06+00:00,@MetroHotCars @wmata #4011 is a hot car!,My_Guy_Ry,34784421,481864428363595778
4023,RED,2014-06-25T19:35:48+00:00,"Glenmont-bound Red Line, car #4023. #hotcar #wmata",Robrarian,90894773,481883475356975104
5175,ORANGE,2014-06-25T21:09:38+00:00,Car 5175 on the orange line is a fucking sauna of a #hotcar #wmata #scrapitnow,LowHeadways,574513900,481907091557191681
1095,RED,2014-06-25T21:39:56+00:00,Off-loaded train at Union Station then everyone board and now we are all in a #hotcar RL 1095. At least 30 deg hotter than outside @wmata.,kathmarie1,60243419,481914715572948993
1056,RED,2014-06-25T21:44:51+00:00,#hotcar Red Line car 1056. Headed to Glenmont will be going downtown shortly. @wmata @unsuckdcmetro,outtacontext,14228887,481915954880716800
4072,RED,2014-06-25T21:56:51+00:00,@wmata @metrohotcars Red line 4072 is a #wmata #hotcar,ianspring,21235844,481918974616023041
5114,YELLOW,2014-06-25T21:58:14+00:00,@MetroHotCars 5114 yellow rush plus hot car. # unsuckdcmetro,4gipper,264363673,481919321845690369
1110,NONE,2014-06-25T22:15:27+00:00,#wmata #hotcar #1110. Also doors did not open at McPherson Square.,Trottingbob,100274007,481923653668335617
1005,NONE,2014-06-25T22:19:39+00:00,@MetroHotCars @wmata @Metrorailinfo @Trottingbob car 1005 also HOT,WellRedCommuter,42056591,481924712675958784
6018,NONE,2014-06-26T12:23:38+00:00,@Metrorailinfo @MetroHotCars 6018 is a hot car,cunningham_lucy,598065633,482137105582149634
6097,GREEN,2014-06-26T13:07:53+00:00,"@Metrorailinfo Car 6097, n/b Green Line at Gallery Pl / Chinatown very hot car. #wmata",DennisLytton,511035877,482148243598741504
1159,RED,2014-06-26T13:44:30+00:00,@wmata @Metrorailinfo #1159 is a hot car this morning. #wmata #redline,hejhejnatalya,74046723,482157456655515649
1124,RED,2014-06-26T14:43:56+00:00,First #hotcar of the year. Red line 1124 @wmata,East_H,323292050,482172414147985411
1059,ORANGE,2014-06-26T20:10:25+00:00,"@MetroHotCars Car 1059 (right now OL to Vienna) is a BRUTALLY hot #hotcar right now. Sweating just from going 1 stop, Rosslyn to Court House",schroedinger_,386535235,482254576540581888
2042,RED,2014-06-26T20:22:09+00:00,#wmata #hotcar 2042 Red,kencon06,250304361,482257527908737024
1212,NONE,2014-06-26T21:33:23+00:00,Car 1212 is a hot car. #wmata,CahnEmily,18825339,482275457195180032
1072,RED,2014-06-26T21:47:06+00:00,Red line 1072 is a #wmata #hotcar @MetroHotCars,NemoGal202,627427654,482278908813791232
1248,RED,2014-06-27T11:57:44+00:00,@MetroHotCars @Metrorailinfo Red Line car 1248 is a #hotcar this morning not fair to passengers! Take out of service!,MrSunnyEndDays,2194765563,482492977445478400
3096,ORANGE,2014-06-27T12:11:17+00:00,@MetroHotCars 3096 orange is a #WMATA #hotcar - weak AC makes it warm in the morning and by PM rush it'll be hot hot hot,etoile,7385,482496385296891904
1248,RED,2014-06-27T12:34:06+00:00,@MetroHotCars 1248 red #wmata #hotcar zero ventilation,etoile,7385,482502130356740096
5080,NONE,2014-06-27T17:15:36+00:00,. @wmata car #5080 is a hot car. Please fix. @unsuckdcmetro,BrettSilcox,11232902,482572969084866560
1206,RED,2014-06-27T18:15:28+00:00,@wmata @unsuckdcmetro #hotcar 1206 RL.,wastetimewithme,22060389,482588035071369216
4061,RED,2014-06-27T19:50:15+00:00,And! Car 4061 red line is a #hotcar @unsuckdcmetro @MetroHotCars,contemna,14085473,482611889953062912
4061,RED,2014-06-27T19:54:47+00:00,@wmata awful #Hotcar 4061 red line to shady grove,cubman10,18974656,482613030681722881
5100,YELLOW,2014-06-27T20:06:49+00:00,#wmata #hotcar 5100 yellow line,phoegel,16162599,482616057396330496
1115,RED,2014-06-27T21:26:36+00:00,"@MetroHotCars #hotcar alert, #WMATA redline 1115 is ripe for the pickings",wowindc,47610940,482636134896648192
1179,ORANGE,2014-06-27T22:09:33+00:00,.@wmata #hotcar 1179 orange line. @Metrorailinfo @MetroHotCars,YR_AlyssaDC,23724083,482646945278615552
6000,NONE,2014-06-27T22:28:12+00:00,@wmata hot car 6000 #wmatahotcar,bensun,17835417,482651636360552448
1153,NONE,2014-06-27T22:34:19+00:00,Car #1153. #hotcar #hellcar #whyamipayingforthistorturecar #wmata,Rizzz,13532822,482653179717640192
1275,ORANGE,2014-06-27T22:38:41+00:00,@wmata Hot Car #1275 Orange Line to Vienna #hotcar,pmpknkt,34499583,482654275664109568
1104,RED,2014-06-27T22:43:55+00:00,@MetroHotCars 1104 red line is a @wmata  hot car #wmata #hotcar,Rukasu1,29864400,482655594713976832
6048,RED,2014-06-28T00:27:35+00:00,If any1 is collecting #wmata #hotcar reports ... red to shady grove and car 6048,kara_h,9856032,482681683469430786
6048,RED,2014-06-28T00:40:56+00:00,#hotcar 6048 RL #WMATA,DrMathochist,41706498,482685040220844033
1110,NONE,2014-06-28T17:43:40+00:00,@wmata hot car #1110,CassilloAnthony,1515076694,482942422968569856
5097,ORANGE,2014-06-28T22:27:18+00:00,@MetroHotCars 5097 orange #WMATA #hotcar,etoile,7385,483013797750509568
3033,ORANGE,2014-06-30T11:46:25+00:00,Hot car #3033 orange line towards largo @wmata #WMATA no air conditioning..,BlueIncognito,507292186,483577292640501760
2057,YELLOW,2014-06-30T13:14:41+00:00,.@Metrorailinfo hot car 2057 (Yellow Line) #wmata #hotcar,JGCii,18676858,483599506068766721
3261,ORANGE,2014-06-30T21:01:18+00:00,@unsuckdcmetro @wmata #hotcar 3261 Orange/New Carrolton,Ritaontherock,2398340305,483716933259235328
1095,NONE,2014-06-30T21:01:50+00:00,@wmata #hotcar 1095 needs fixing!,dc2005b,125982389,483717066705235969
3029,NONE,2014-06-30T21:15:03+00:00,@MetroHotCars Car 3029 is a #wmata #hotcar,schroedinger_,386535235,483720394935762945
1206,RED,2014-06-30T21:31:21+00:00,Car 1206 on the Red Line Glenmont direction is a very #hotcar. #wmata,Sunfire2109,15898156,483724495174135809
1144,RED,2014-06-30T22:13:43+00:00,"RL to Glenmont just left FH a few mins ago. Free sauna with the ride. Car 1144 

Cc: @unsuckdcmetro @MetroHotCars @wmata",rty9a,343524569,483735156025753600
3058,ORANGE,2014-06-30T22:29:04+00:00,@wmata as the a/c sputters out Orange line 3058 is fast becoming a #hotcar,BMyersRF,588801834,483739019600084992
6048,NONE,2014-07-01T00:35:52+00:00,.@wmata car 6048 is a #hotcar.,BenHarris_1,229160464,483770929512603648
4031,BLUE,2014-07-01T12:45:34+00:00,@MetroHotCars: @wmata @MetroRailInfo Blue line car 4031 is a hot car!! Everyone is sweating!!! Lucky to only ride from Pentagon to Rosslyn,AlexandriaboyVA,1569025164,483954566665216001
1263,ORANGE,2014-07-01T13:13:15+00:00,@MetroHotCars OL car 1263 is a hot car.,MJolanBloom,32649852,483961534050078721
1124,RED,2014-07-01T13:45:31+00:00,Car 1124 red line hot! @Metrorailinfo @MetroHotCars #wmata,rmwc1995,279353996,483969652884664321
2013,ORANGE,2014-07-01T14:36:47+00:00,#wmata #hotcar 2013 Orange to Vienna. AC on but real shitty,LowHeadways,574513900,483982553926602752
6013,NONE,2014-07-01T17:43:09+00:00,@wmata AC barely functioning on car 6013. Okay for now but could become a hot car issue later.,sparf,3945641,484029455388901376
5117,RED,2014-07-01T18:27:01+00:00,#hotcar 5117 red line @wmata,coldandhot,31463211,484040493051830272
3058,NONE,2014-07-01T19:08:08+00:00,.@unsuckdcmetro @Metrorailinfo @wmata hot car #3058 towards Glenmont. Bullshit,fugularity,743963,484050840819216385
5085,NONE,2014-07-01T19:29:50+00:00,@wmata Hot Car #5085,NKaeding,83642072,484056303174569984
4017,RED,2014-07-01T19:51:10+00:00,Nice no air on the #4017 RL train! cc @metrohotcars,joshfinnie,8820492,484061671665958912
1202,NONE,2014-07-01T20:19:01+00:00,Car 1202 is a #hotcar #wmata,jenjeapa,14080694,484068680255287296
6167,GREEN,2014-07-01T20:23:21+00:00,@MetroHotCars gl 6167,slater402,2532093825,484069769633480704
1110,ORANGE,2014-07-01T20:29:57+00:00,Lead car of this Orange train already closed. Car 1110 is also an unbearably #hotcar. #wmata #theworst #greatestnationonearth,LowHeadways,574513900,484071431756840960
1095,NONE,2014-07-01T21:04:42+00:00,@MetroHotCars @Metrorailinfo car 1095 is a #hotcar It's been reported 5 times and you won't fix it. But I can't drink water while I ride it?,cunningham_lucy,598065633,484080178146996225
5145,NONE,2014-07-01T21:07:05+00:00,@WTOPtraffic #hotcar 5145 baking like a cake. got on at rockville towards dv #wmata,KareemJamaal,58209285,484080778234843136
5086,NONE,2014-07-01T21:10:01+00:00,#WMATA #hotcar #5086,Trottingbob,100274007,484081513794129920
4072,RED,2014-07-01T21:15:53+00:00,@wmata car 4072 on red line is a hot car,ohwxguy,290717424,484082991149236224
6076,RED,2014-07-01T21:22:55+00:00,Red line 6076 is a #wmata #hotcar @MetroHotCars,NemoGal202,627427654,484084760977743874
1019,NONE,2014-07-01T21:35:26+00:00,1019 is a #hotcar #wmata,iAglet,279587504,484087912040894465
2015,ORANGE,2014-07-01T22:03:06+00:00,"@wmata Orange line 2015, a/c very weak.  #hotcar",BMyersRF,588801834,484094873536983042
5044,ORANGE,2014-07-01T22:04:19+00:00,"@wmata Orange line 5044, no a/c.  #hotcar",BMyersRF,588801834,484095180656500739
6018,NONE,2014-07-01T22:54:28+00:00,#wmata 6018 is a #hotcar filled with sad soccer fans and sunburned tourists,Commuteher,1646069947,484107801786978305
5115,ORANGE,2014-07-01T23:09:30+00:00,.@wmata #hotcar orange line car 5115 @unsuckdcmetro,rkerestes,37100300,484111582759514112
5038,BLUE,2014-07-01T23:12:35+00:00,"@WMATA car 5038 (blue line to Largo) is a seriously #hotcar. Fans working audibly, no air coming out. http://t.co/Oyb2nl639C",smheffern,19401885,484112360228265985
3188,YELLOW,2014-07-01T23:44:36+00:00,@wmata Hot car # 3188 yellow line southbound,suziq_1980,28493907,484120415220940800
5081,ORANGE,2014-07-01T23:49:46+00:00,#wmata #orangeline #5081 #hotcar #orangecrush too bad #googlenow can't tell me how hot it is in the train car.,sleeplessinva,14256164,484121718529994752
5114,NONE,2014-07-01T23:55:22+00:00,"#HotCar alert: Car 5114. There's a reason there are open seats, folks! @wmata",MrMikeGlennon,1593750312,484123126973071360
5030,GREEN,2014-07-02T03:25:43+00:00,"Car 5030, Green Line. #hotcar #tellmetro #WMATA",Tracktwentynine,102796180,484176061857406976
6152,RED,2014-07-02T12:25:38+00:00,#wmata #hotcar 6152 RD inbound.,auburntigerrich,15503308,484311938651131904
1233,GREEN,2014-07-02T12:37:43+00:00,@wmata Hot car #1233 greenline,ladyblue301,46178367,484314978804330496
1239,ORANGE,2014-07-02T12:59:33+00:00,@wmata  #hotcar 1239 OL,geomantic,14482344,484320473501532161
4036,ORANGE,2014-07-02T13:12:44+00:00,"Another day, another #hotcar. This time Orange car 4036 @wmata @Metrorailinfo @unsuckdcmetro",rkerestes,37100300,484323790248112128
6163,RED,2014-07-02T15:08:08+00:00,@Metrorailinfo #6163 on the Red Line is a #hotcar #wmata,wootnik765,759098845,484352832628621312
6106,ORANGE,2014-07-02T17:20:57+00:00,@wmata  Hot car-orange line. 6106.   Direction of Vienna. Gross.,phaniebly,89064804,484386255031922688
1100,ORANGE,2014-07-02T18:56:22+00:00,car number 1100 on Orange Line is a #hotcar @Metrorailinfo @wmata,michaelrhoff,729323,484410267636228096
1233,GREEN,2014-07-02T19:16:10+00:00,@Metrorailinfo #1233 on the Green Line is a #hotcar #wmata,wootnik765,759098845,484415251186601984
3172,RED,2014-07-02T19:26:21+00:00,Hot car #3172 #wmata #redline,ivomitus,45250061,484417813667672065
5000,RED,2014-07-02T19:49:54+00:00,#hotcar 5000 RL #WMATA (it's the driver's car even!),DrMathochist,41706498,484423739233144833
5168,ORANGE,2014-07-02T20:36:58+00:00,#wmata #hotcar OL car 5168,DogPillow,126160515,484435585067524096
6115,ORANGE,2014-07-02T21:00:40+00:00,@metrohotcars #hotcar #Orange  6115,UnleafTheKraken,249353902,484441550509047808
1193,NONE,2014-07-02T21:02:41+00:00,.@WMATA Car 1193 towards new carrollton is an excessively hot car.  #WMATAProblems,MissBeaE,43078558,484442056975060992
1219,ORANGE,2014-07-02T21:08:37+00:00,@MetroHotCars orange line 1219 #hotcar,MDarcy27,28398996,484443552009945088
1072,RED,2014-07-02T21:09:40+00:00,@MetroHotCars #hotcar #redline #1072,UnleafTheKraken,249353902,484443814313361409
1073,RED,2014-07-02T21:11:59+00:00,@MetroHotCars luckily red line 1073 is NOT a hot car #goodgrief,UnleafTheKraken,249353902,484444395467706368
1072,RED,2014-07-02T21:16:28+00:00,Red Ln Car 1072 is #hotcar. Operator said @wmata engineers said some cars hotter because opening doors let's AC OUT. And world is flat.,outtacontext,14228887,484445525727772673
1211,GREEN,2014-07-02T21:16:56+00:00,Again #wmata SUCKS!!  #NoAC but wanna keep raising fees!!!  Car 1211 green line branch ave and it's blowing HOT AIR - WTF?,KPdatBISH,202603906,484445642870099968
1059,ORANGE,2014-07-02T21:52:41+00:00,#Hotcar 1059 on #orangeline #wmata heading towards #Vienna We should all print out warning stickers are start labeling them. @unsuckdcmetro,teganann,15847941,484454640696963072
1193,ORANGE,2014-07-02T22:02:49+00:00,@wmata it's boiling hot on the orange line. In-humane conditions inside car #1193. It must be 120F right now. Frankly not that hot outside.,adarshdesai,81949513,484457188602429440
5155,RED,2014-07-02T22:04:10+00:00,Metro car 5155 is a hot car. Currently on red line to shady grove @MetroHotCars @Metrorailinfo #wmata,HokiESQ,182979559,484457529296965632
6110,RED,2014-07-02T22:20:14+00:00,A/C not working in metro car 6110 redline. Too hot @wmata trying another train,phuffdaddy,26061966,484461572966731776
1059,ORANGE,2014-07-02T22:54:55+00:00,"Oh, hey! #Hotcar two nights in a row! @wmata, please take a look at car 1059, currently on the orange line to New Carrolton.",smheffern,19401885,484470300675805184
2014,BLUE,2014-07-02T23:00:18+00:00,Worst day to be in a hot car. @wmata #hotcar 2014 blue line.,YR_AlyssaDC,23724083,484471655595388928
3068,NONE,2014-07-03T11:53:32+00:00,#WMATA #hotcar 3068,kurtraschke,25208645,484666247192530944
3126,RED,2014-07-03T12:12:53+00:00,Red line to Glenmont car 3126 #hotcar #wmata (I hate losing hotcar roulette.),kevsung,16516489,484671116816814080
1059,NONE,2014-07-03T12:28:21+00:00,@MetroHotCars another hot car: orange line 1059. Many more on the red line. This is as bad as the broken escalators. #fixhotcars,TweetinIs4Birds,63805382,484675008703520770
5027,ORANGE,2014-07-03T13:02:15+00:00,.@wmata metro #hotcar #5027 Orange Line to Vienna,JessSchillinger,134848780,484683541561626624
3272,BLUE,2014-07-03T18:33:13+00:00,@MetroHotCars Blue line car 3272 is a #wmata #hotcar.,MetroRage,269801073,484766828066250753
6008,BLUE,2014-07-03T19:11:00+00:00,@wmata BL train to Fran/Spr has a VERY hot car. #6008 @unsuckdcmetro,LostTeleri,1345603958,484776337446428672
5119,NONE,2014-07-03T19:29:36+00:00,#WMATA #hotcar 5119,kurtraschke,25208645,484781018512363520
6076,BLUE,2014-07-03T19:35:46+00:00,Fare increase and no ac on the damn train? Hot car 6076 blue line to Largo 😰 @wmata @metrohotcars @metrorailinfo,RemiCamille,246074257,484782572371595264
3188,RED,2014-07-03T19:43:01+00:00,.@wmata #hotcar #3188 red line train to shady grove .@unsuckdcmetro,pioneermark,31278133,484784394704396288
6150,NONE,2014-07-03T19:47:34+00:00,#WMATA #hotcar 6150,kurtraschke,25208645,484785539003191296
4009,RED,2014-07-03T20:35:33+00:00,Oh good 1 @wmata @Metrorailinfo car is out of service &amp; the next is a #hotcar 4009 on the redline. Virtually no air coming out,jephilip,17525159,484797617608482816
3087,ORANGE,2014-07-06T16:46:42+00:00,@MetroHotCars 3087 orange #wmata #hotcar,etoile,7385,485827187103498240
1127,RED,2014-07-07T11:44:12+00:00,#wmata #hotcar 1127 Red,kencon06,250304361,486113451157123072
1093,BLUE,2014-07-07T11:57:45+00:00,@wmata #hotcar blue line toward largo 1093,Noellerson,108702396,486116857141673985
4094,RED,2014-07-07T12:05:48+00:00,"A #hotcar on the #wmata Red Line, car 4094. @Metrorailinfo",cminus_dc,128650315,486118885117005824
3172,RED,2014-07-07T12:39:02+00:00,.@wmata hot car 3172 red line going to Glenmont. no air at all,edgery,7496742,486127246546317312
4094,RED,2014-07-07T12:45:05+00:00,.@wmata train #2 with hot car 4094. red line to Silver Spring. what the hell is wrong!!,edgery,7496742,486128770165010432
1298,RED,2014-07-07T12:55:41+00:00,Not the best way to start the work week. @wmata @Metrorailinfo redline #hotcar 1298,jephilip,17525159,486131437645467648
1042,RED,2014-07-07T14:42:05+00:00,1042 #hotcar redline #wmata @wmata @Metrorailinfo,proxli,160363120,486158214455504897
5100,GREEN,2014-07-07T20:02:37+00:00,"@wmata car 5100 NB GL hot, no ac.",jw190d9,24800264,486238879133884416
6003,BLUE,2014-07-07T20:29:34+00:00,@wmata # hot car 6003 BL  heading to largo. I should have biked to the doctors,drew04,16225883,486245660908601344
4029,RED,2014-07-07T20:31:44+00:00,RL #4029 @metrohotcars,seoulfully,838791,486246207254044672
6152,RED,2014-07-07T20:35:22+00:00,@wmata #hotcar car number 6152 on red line is hot,Plattski,33932203,486247121587163136
1251,NONE,2014-07-07T20:56:22+00:00,#wmata car 1251 is a #hotcar,jenjeapa,14080694,486252406049484800
1004,NONE,2014-07-07T21:56:32+00:00,#wmata #hotcar 1004,ameliacn,15495808,486267546845212672
6110,NONE,2014-07-07T21:59:05+00:00,@metrorailinfo @wmata car 6110 is a hotcar...,chelseambrosia,127759918,486268190284984321
6004,NONE,2014-07-07T22:33:15+00:00,@MetroHotCars Car 6004 is a #wmata #HotCar,mrkisiele614,577783439,486276789405483009
6167,NONE,2014-07-08T00:45:14+00:00,"Train comes, and it's a #hotcar. #6167 to be exact. @wmata you're really firing on all cylinders tonight. Tell me more about the rebuilding!",BenHarris_1,229160464,486310000856289280
1169,RED,2014-07-08T11:46:09+00:00,Red Line car 1169 is a @wmata #hotcar,nathanielward,17965110,486476329026457601
1072,NONE,2014-07-08T12:14:06+00:00,@MetroHotCars @unsuckdcmetro @wmata 1072 is a hotcar. And apparently Metro has been told many times before.,TylerGreenDC,14356601,486483360248639490
1291,ORANGE,2014-07-08T12:54:34+00:00,OL  #hotcar 1291 unloaded voluntarily at EFC when ambient temps in 70s. Could be deadly tonite. @MetroHotCars @Metrorailinfo @unsuckdcmetro,GSFeder,168645901,486493544886960129
1291,NONE,2014-07-08T13:25:07+00:00,@MetroHotCars #WMATA #hotcar 1291 insufferable!,etoile,7385,486501233365381120
1291,NONE,2014-07-08T13:25:50+00:00,@wmata 1291 is a #hotcar,TysonsTraveler,144688318,486501414458236928
6076,ORANGE,2014-07-08T13:26:25+00:00,#wmata #hotcar 6076 orange - cool air is blowing but not nearly hard/cold enough,LowHeadways,574513900,486501561779388418
6101,YELLOW,2014-07-08T13:28:10+00:00,YL car 6101 is a #wmata #hotcar,jeditrainee,22651397,486501999102271488
6081,RED,2014-07-08T13:32:42+00:00,@MetroHotCars red line 6081 is a #hotcar,brucemaciver,16966294,486503141916278784
1262,YELLOW,2014-07-08T15:49:53+00:00,"Hey, @wmata - 1262 (YL to Ft Totten) is a hot car @MetroHotCars",MorePlacesToGo,2300258612,486537665253507072
2066,NONE,2014-07-08T16:29:58+00:00,@metrorailinfo @wmata car 2066 direction headed downtown is a HOT car.,2adventures,390487771,486547752520671232
1169,RED,2014-07-08T16:54:48+00:00,Hey metro just got on a scorching #hotcar 1169 on the red line at Friendship Heights. No AC w/temps in 90's today #wmata,SherriLyFOX5,51056002,486554001899393024
4069,NONE,2014-07-08T20:13:04+00:00,"Oh good, because it's not hot enough outside let's heat the train cars inside. #Hotcar 4069 @MetroHotCars",PeopleOnMetro,605294029,486603896484155393
4010,RED,2014-07-08T20:22:09+00:00,@MetroHotCars car 4010 on the red line. No a/c. #movingsauna,TweetinIs4Birds,63805382,486606182048878592
1268,NONE,2014-07-08T20:27:11+00:00,@wmata hot car 1268,RunGNC,384983901,486607451811090435
6089,GREEN,2014-07-08T20:40:39+00:00,Christ almighty I found a #wmata #hotcar on the Green line to branch ave. car 6089 is a terrible sauna.,torylynn,13478052,486610839185936384
1026,ORANGE,2014-07-08T21:22:50+00:00,@MetroHotCars #Orange #hotcar #1026,UnleafTheKraken,249353902,486621453358333953
1206,ORANGE,2014-07-08T21:36:37+00:00,@MetroHotCars  #Orange line car #1206 is a #hotcar,UnleafTheKraken,249353902,486624921603166208
5097,ORANGE,2014-07-08T21:49:02+00:00,@WMATA #hotcar 5097 OL #wmata,geomantic,14482344,486628049429860353
4019,NONE,2014-07-08T22:05:18+00:00,#wmata #hotcar 4019,dcmetrosucks,153243247,486632141649113089
6011,ORANGE,2014-07-08T22:41:23+00:00,@wmata @Metrorailinfo #hotcar 6011 orange line eastbound,jyindc,18174002,486641224661889024
5062,YELLOW,2014-07-08T23:15:58+00:00,"@wmata #hotcar Yellow line, car # 5062",justinjdc,21758568,486649927057936385
4040,ORANGE,2014-07-09T10:23:23+00:00,@wmata  Ugh another #wmata #hotcar on orange 4040 and this is at 6:20am!,districtRich,143404126,486817888062668800
1169,RED,2014-07-09T11:57:05+00:00,"Hot and stuffy #wmata car no. 1169 on Red Line toward Shady Grove. Train holding on tracks, too. #hotcar",AshDee04,55077072,486841468913348608
6111,ORANGE,2014-07-09T13:10:55+00:00,"Hey @wmata, you might want to check the AC on Orange Line car 6111. #hotcar",cwavery,66229597,486860046110711808
6111,BLUE,2014-07-09T13:21:49+00:00,Just got off of an unbearable hot car (#6111) on the blue line to Largo. #unsuckmetro @wmata,emortiz,17474497,486862789773107200
1291,ORANGE,2014-07-09T20:15:55+00:00,@MetroHotCars #wmata #hotcar 1291 Orange Line,MsMelsBells,7136132,486967001584513024
1069,BLUE,2014-07-09T20:45:26+00:00,@wmata hot car 1069 BL to Franc @unsuckdcmetro,KatieCorradini,373668702,486974430870904832
1275,NONE,2014-07-09T20:46:21+00:00,#wmata #hotcar 1275,ngraham2128,119519718,486974660806848512
5070,NONE,2014-07-09T21:40:32+00:00,"@wmata @unsuckdcmetro #hotcar #5070 ac's trying,  but ain't enough",goldsmitht,41268200,486988298263351297
6004,NONE,2014-07-09T22:06:04+00:00,@MetroHotCars another hot car. 6004 #willwmataeverfix,TweetinIs4Birds,63805382,486994721911603201
1035,RED,2014-07-09T22:19:29+00:00,RD car 1035 is a #HotCar @unsuckdcmetro #wmata,TheHornGuy,40506740,486998097260584960
1126,RED,2014-07-09T23:06:22+00:00,@wmata @MetroHotCars Red line to Glenmont #1126 is a hot car #HotCarDeath,Rukasu1,29864400,487009897738141696
3172,RED,2014-07-10T13:01:18+00:00,@MetroHotCars red line 3172,JimLCunningham,26620002,487220014001315840
5051,NONE,2014-07-10T13:22:58+00:00,#hotcar 5051 @wmata,AdamLDC,312236641,487225468651716608
